Kota,Kecamatan,Kelurahan,Waktu Prakiraan,Suhu (°C),Kelembapan (%),Kondisi Cuaca,Kecepatan Angin (km/jam),Latitude,Longitude
Kabupaten Bandung,Pameungpeuk,Rancatungku,2026-01-27 10:00:00,25,68,Berawan,9.0,-7.0227507019,107.5787164306
Kabupaten Bandung,Pameungpeuk,Sukasari,2026-01-27 10:00:00,25,67,Berawan,9.0,-7.0229416287,107.5915559325
Kabupaten Bandung,Pangalengan,Banjarsari,2026-01-27 10:00:00,22,73,Hujan Ringan,9.6,-7.2305908707,107.5927510718
Kabupaten Bandung,Pangalengan,Lamajang,2026-01-27 10:00:00,22,75,Berawan,7.2,-7.1333865906,107.539579461
Kabupaten Bandung,Pangalengan,Margaluyu,2026-01-27 10:00:00,22,71,Hujan Ringan,9.6,-7.2285037051,107.5556147457
Kabupaten Bandung,Pangalengan,Margamekar,2026-01-27 10:00:00,21,76,Hujan Ringan,9.6,-7.2019007955,107.5715720757
Kabupaten Bandung,Pangalengan,Margamukti,2026-01-27 10:00:00,22,76,Hujan Ringan,9.6,-7.181964148,107.6205071437
Kabupaten Bandung,Pangalengan,Margamulya,2026-01-27 10:00:00,22,75,Berawan,9.6,-7.1595606943,107.5903203753
Kabupaten Bandung,Pangalengan,Pangalengan,2026-01-27 10:00:00,22,75,Berawan,9.6,-7.1762010559,107.5860927299
Kabupaten Bandung,Pangalengan,Pulosari,2026-01-27 10:00:00,22,75,Berawan,9.6,-7.1744430498,107.5444601342
Kabupaten Bandung,Pangalengan,Sukaluyu,2026-01-27 10:00:00,22,70,Hujan Ringan,7.9,-7.2331556431,107.5216970709
Kabupaten Bandung,Pangalengan,Sukamanah,2026-01-27 10:00:00,21,77,Hujan Ringan,9.6,-7.2039228818,107.6043709658
Kabupaten Bandung,Pangalengan,Tribaktimulya,2026-01-27 10:00:00,22,75,Berawan,9.6,-7.1439011055,107.5640098643
Kabupaten Bandung,Pangalengan,Wanasuka,2026-01-27 10:00:00,23,66,Hujan Ringan,7.7,-7.265082421,107.6089559417
Kabupaten Bandung,Pangalengan,Warnasari,2026-01-27 10:00:00,22,74,Berawan,7.9,-7.1907847687,107.516107484
Kabupaten Bandung,Paseh,Cigentur,2026-01-27 10:00:00,26,66,Berawan,12.1,-7.0191069713,107.7947075109
Kabupaten Bandung,Paseh,Cijagra,2026-01-27 10:00:00,25,66,Berawan,10.3,-7.0402950168,107.7881256454
Kabupaten Bandung,Paseh,Cipaku,2026-01-27 10:00:00,25,66,Berawan,10.3,-7.0593552011,107.7829434207
Kabupaten Bandung,Paseh,Cipedes,2026-01-27 10:00:00,26,66,Berawan,12.1,-7.0316952224,107.7937703253
Kabupaten Bandung,Paseh,Drawati,2026-01-27 10:00:00,25,65,Berawan,10.3,-7.078928983,107.8110030544
Kabupaten Bandung,Paseh,Karangtunggal,2026-01-27 10:00:00,25,66,Berawan,10.3,-7.0599516556,107.8122913122
Kabupaten Bandung,Paseh,Loa,2026-01-27 10:00:00,25,65,Berawan,10.3,-7.1008587346,107.7973474701
Kabupaten Bandung,Paseh,Mekarpawitan,2026-01-27 10:00:00,25,66,Berawan,10.3,-7.0467365987,107.7839189994
Kabupaten Bandung,Paseh,Sindangsari,2026-01-27 10:00:00,25,67,Berawan,10.3,-7.0735590944,107.7767570195
Kabupaten Bandung,Paseh,Sukamanah,2026-01-27 10:00:00,25,66,Berawan,10.3,-7.0446073246,107.77019016
Kabupaten Bandung,Paseh,Sukamantri,2026-01-27 10:00:00,25,66,Berawan,10.3,-7.0558459776,107.7693906263
Kabupaten Bandung,Paseh,Tangsimekar,2026-01-27 10:00:00,26,66,Berawan,12.1,-7.0278627969,107.7877542728
Kabupaten Bandung,Pasirjambu,Cibodas,2026-01-27 10:00:00,23,76,Berawan,8.1,-7.1009819953,107.5032083671
Kabupaten Bandung,Pasirjambu,Cikoneng,2026-01-27 10:00:00,23,74,Berawan,8.1,-7.0650864825,107.4844695486
Kabupaten Bandung,Pasirjambu,Cisondari,2026-01-27 10:00:00,22,74,Berawan,8.1,-7.1245210524,107.4872333246
Kabupaten Bandung,Pasirjambu,Cukanggenteng,2026-01-27 10:00:00,23,74,Berawan,8.1,-7.0810977948,107.4963453909
Kabupaten Bandung,Pasirjambu,Margamulya,2026-01-27 10:00:00,22,73,Berawan,8.1,-7.1213471798,107.4573362356
Kabupaten Bandung,Pasirjambu,Mekarmaju,2026-01-27 10:00:00,23,74,Berawan,8.1,-7.0868642805,107.4670064808
Kabupaten Bandung,Pasirjambu,Mekarsari,2026-01-27 10:00:00,22,74,Berawan,7.9,-7.1493059047,107.5005105801
Kabupaten Bandung,Pasirjambu,Pasirjambu,2026-01-27 10:00:00,22,75,Berawan,8.1,-7.0906214593,107.4774004598
Kabupaten Bandung,Pasirjambu,Sugihmukti,2026-01-27 10:00:00,23,66,Berawan,7.4,-7.1995970437,107.4255641245
Kabupaten Bandung,Pasirjambu,Tenjolaya,2026-01-27 10:00:00,22,71,Berawan,7.9,-7.1936763612,107.4752358685
Kabupaten Bandung,Rancabali,Alamendah,2026-01-27 10:00:00,22,69,Berawan,7.4,-7.1396528844,107.4148126601
Kabupaten Bandung,Rancabali,Cipelah,2026-01-27 10:00:00,25,57,Berawan,9.0,-7.184169842,107.2912198066
Kabupaten Bandung,Rancabali,Indragiri,2026-01-27 10:00:00,23,65,Berawan,7.5,-7.1252181168,107.3390717303
Kabupaten Bandung,Rancabali,Patengan,2026-01-27 10:00:00,23,66,Berawan,7.4,-7.1442716129,107.374103478
Kabupaten Bandung,Rancabali,Sukaresmi,2026-01-27 10:00:00,24,59,Berawan,7.4,-7.1953463388,107.3551783527
Kabupaten Bandung,Rancaekek,Bojongloa,2026-01-27 10:00:00,26,66,Berawan,12.1,-6.9768961689,107.7607816467
Kabupaten Bandung,Rancaekek,Bojongsalam,2026-01-27 10:00:00,26,66,Berawan,12.1,-6.9887593329,107.8096800357
Kabupaten Bandung,Rancaekek,Cangkuang,2026-01-27 10:00:00,26,66,Berawan,12.1,-6.9760618467,107.7977166347
Kabupaten Bandung,Rancaekek,Haurpugur,2026-01-27 10:00:00,26,66,Berawan,12.1,-6.9930673442,107.7882050615
Kabupaten Bandung,Rancaekek,Jelegong,2026-01-27 09:00:00,24,76,Cerah Berawan,12.1,-6.9734814859,107.772105978
Kabupaten Bandung,Rancaekek,Linggar,2026-01-27 10:00:00,26,66,Berawan,12.1,-6.9729883858,107.7828680722
Kabupaten Bandung,Rancaekek,Nanjung Mekar,2026-01-27 10:00:00,26,67,Berawan,12.1,-6.9705048155,107.8137029381
Kabupaten Bandung,Rancaekek,Rancaekek Kencana,2026-01-27 09:00:00,24,75,Cerah Berawan,12.1,-6.9735061737,107.7572853595
Kabupaten Bandung,Rancaekek,Rancaekek Kulon,2026-01-27 10:00:00,26,66,Berawan,12.1,-6.9710199659,107.7429995197
Kabupaten Bandung,Rancaekek,Rancaekek Wetan,2026-01-27 10:00:00,26,66,Berawan,12.1,-6.9678629898,107.754972951
Kabupaten Bandung,Rancaekek,Sangiang,2026-01-27 10:00:00,26,66,Berawan,12.1,-7.0014498485,107.7928003709
Kabupaten Bandung,Rancaekek,Sukamanah,2026-01-27 10:00:00,26,65,Berawan,11.2,-6.988413218,107.7316788326
Kabupaten Bandung,Rancaekek,Sukamulya,2026-01-27 10:00:00,26,66,Berawan,12.1,-6.9847086376,107.7807790491
Kabupaten Bandung,Rancaekek,Tegal Sumedang,2026-01-27 10:00:00,26,65,Berawan,11.2,-6.977120749,107.7226241935
Kabupaten Bandung,Solokanjeruk,Bojongemas,2026-01-27 10:00:00,26,65,Berawan,11.2,-6.9981637952,107.7222491947
Kabupaten Bandung,Solokanjeruk,Cibodas,2026-01-27 10:00:00,26,66,Berawan,12.1,-7.0114394589,107.7627163905
Kabupaten Bandung,Solokanjeruk,Langensari,2026-01-27 10:00:00,26,65,Berawan,12.1,-7.008172758,107.7549104388
Kabupaten Bandung,Solokanjeruk,Padamukti,2026-01-27 10:00:00,26,66,Berawan,12.1,-7.0118385389,107.771947475
Kabupaten Bandung,Solokanjeruk,Panyadap,2026-01-27 10:00:00,26,66,Berawan,12.1,-7.0259401636,107.7727123775
Kabupaten Bandung,Solokanjeruk,Rancakasumba,2026-01-27 10:00:00,25,67,Berawan,11.2,-7.0186670698,107.7351089632
Kabupaten Bandung,Solokanjeruk,Solokanjeruk,2026-01-27 10:00:00,26,65,Berawan,12.1,-7.0084711697,107.7443460965
Kabupaten Bandung,Soreang,Cingcin,2026-01-27 10:00:00,25,69,Berawan,9.0,-7.0261407613,107.5403122396
Kabupaten Bandung,Soreang,Karamatmulya,2026-01-27 10:00:00,24,73,Berawan,8.1,-7.0395440238,107.5108569553
Kabupaten Bandung,Soreang,Pamekaran,2026-01-27 09:00:00,23,78,Cerah Berawan,8.7,-7.0236400887,107.5259012098
Kabupaten Bandung,Soreang,Panyirapan,2026-01-27 10:00:00,24,72,Berawan,8.1,-7.0411749541,107.52427432
Kabupaten Bandung,Soreang,Parungserab,2026-01-27 10:00:00,25,68,Berawan,8.7,-7.0117093376,107.5317918948
Kabupaten Bandung,Soreang,Sadu,2026-01-27 10:00:00,24,71,Berawan,8.7,-7.0342924909,107.5052215799
Kabupaten Bandung,Soreang,Sekarwangi,2026-01-27 10:00:00,25,69,Berawan,9.0,-7.0149304582,107.5400958082
Kabupaten Bandung,Soreang,Soreang,2026-01-27 10:00:00,25,70,Berawan,8.7,-7.0338324408,107.5294513762
Kabupaten Bandung,Soreang,Sukajadi,2026-01-27 10:00:00,23,74,Berawan,8.1,-7.0647387294,107.503475289
Kabupaten Bandung,Soreang,Sukanagara,2026-01-27 10:00:00,24,72,Berawan,8.1,-7.0580415659,107.5147838002
Kabupaten Bandung Barat,Batujajar,Batujajar Barat,2026-01-27 10:00:00,25,71,Berawan,13.3,-6.9218275051,107.4929214972
Kabupaten Bandung Barat,Batujajar,Batujajar Timur,2026-01-27 10:00:00,25,71,Berawan,13.3,-6.9136524443,107.5102057759
Kabupaten Bandung Barat,Batujajar,Cangkorah,2026-01-27 10:00:00,25,72,Berawan,13.3,-6.8943558162,107.4742384015
Kabupaten Bandung Barat,Batujajar,Galanggang,2026-01-27 10:00:00,25,72,Berawan,13.3,-6.9103068684,107.483910977
Kabupaten Bandung Barat,Batujajar,Giriasih,2026-01-27 10:00:00,25,72,Berawan,13.3,-6.8972475121,107.5014814362
Kabupaten Bandung Barat,Batujajar,Pangauban,2026-01-27 10:00:00,25,73,Berawan,13.3,-6.9007269022,107.4531673425
Kabupaten Bandung Barat,Batujajar,Selacau,2026-01-27 10:00:00,25,71,Berawan,13.3,-6.9288852027,107.5119879387
Kabupaten Bandung Barat,Cihampelas,Cihampelas,2026-01-27 10:00:00,25,72,Berawan,13.3,-6.9192744081,107.4682987784
Kabupaten Bandung Barat,Cihampelas,Cipatik,2026-01-27 10:00:00,25,70,Berawan,8.7,-6.9401815701,107.5059147106
Kabupaten Bandung Barat,Cihampelas,Citapen,2026-01-27 10:00:00,25,70,Berawan,8.7,-6.9375671729,107.4932392445
Kabupaten Bandung Barat,Cihampelas,Mekarjaya,2026-01-27 10:00:00,25,73,Berawan,13.3,-6.9132603845,107.4410334625
Kabupaten Bandung Barat,Cihampelas,Mekarmukti,2026-01-27 10:00:00,25,72,Berawan,13.3,-6.9300563142,107.4641238889
Kabupaten Bandung Barat,Cihampelas,Pataruman,2026-01-27 10:00:00,25,69,Berawan,8.7,-6.9444720927,107.519751742
Kabupaten Bandung Barat,Cihampelas,Singajaya,2026-01-27 10:00:00,25,72,Berawan,8.7,-6.9511863725,107.4768035731
Kabupaten Bandung Barat,Cihampelas,Situwangi,2026-01-27 10:00:00,25,70,Berawan,8.7,-6.9634973986,107.5050761994
Kabupaten Bandung Barat,Cihampelas,Tanjungjaya,2026-01-27 10:00:00,25,74,Berawan,11.0,-6.921940949,107.4232012293
Kabupaten Bandung Barat,Cihampelas,Tanjungwangi,2026-01-27 10:00:00,25,70,Berawan,8.7,-6.9555987532,107.4906231426
Kabupaten Bandung Barat,Cikalongwetan,Cikalong,2026-01-27 10:00:00,25,78,Hujan Ringan,11.7,-6.7310465702,107.4222051246
Kabupaten Bandung Barat,Cikalongwetan,Cipada,2026-01-27 10:00:00,24,80,Hujan Ringan,12.8,-6.7661527052,107.5043132578
Kabupaten Bandung Barat,Cikalongwetan,Ciptagumati,2026-01-27 10:00:00,24,79,Hujan Ringan,12.8,-6.7380976884,107.4420552439
Kabupaten Bandung Barat,Cikalongwetan,Cisomangbarat,2026-01-27 10:00:00,25,80,Hujan Ringan,8.3,-6.7171115429,107.4521696516
Kabupaten Bandung Barat,Cikalongwetan,Ganjarsari,2026-01-27 10:00:00,24,82,Hujan Ringan,12.8,-6.74857556,107.4963689106
Kabupaten Bandung Barat,Cikalongwetan,Kanangasari,2026-01-27 10:00:00,26,76,Berawan,12.5,-6.7598866152,107.4054575508
Kabupaten Bandung Barat,Cikalongwetan,Mandalamukti,2026-01-27 10:00:00,24,79,Hujan Ringan,12.8,-6.7495964912,107.4545686408
Kabupaten Bandung Barat,Cikalongwetan,Mandalasari,2026-01-27 10:00:00,24,77,Hujan Ringan,12.8,-6.7658636949,107.4404841702
Kabupaten Bandung Barat,Cikalongwetan,Mekarjaya,2026-01-27 10:00:00,24,79,Hujan Ringan,12.8,-6.7780920261,107.4712142615
Kabupaten Bandung Barat,Cikalongwetan,Puteran,2026-01-27 10:00:00,26,77,Hujan Ringan,11.7,-6.7058343729,107.392639126
Kabupaten Bandung Barat,Cikalongwetan,Rende,2026-01-27 10:00:00,26,76,Berawan,11.7,-6.7367701884,107.4044944308
Kabupaten Bandung Barat,Cikalongwetan,Tenjolaut,2026-01-27 10:00:00,25,79,Hujan Ringan,11.7,-6.710792227,107.4273154169
Kabupaten Bandung Barat,Cikalongwetan,Wangunjaya,2026-01-27 10:00:00,24,82,Hujan Ringan,8.3,-6.7294714066,107.4672509161
Kabupaten Bandung Barat,Cililin,Batulayang,2026-01-27 10:00:00,24,72,Berawan,8.7,-6.9660647444,107.4474547948
Kabupaten Bandung Barat,Cililin,Bongas,2026-01-27 10:00:00,24,74,Berawan,7.9,-6.9547568528,107.4253442976
Kabupaten Bandung Barat,Cililin,Budiharja,2026-01-27 10:00:00,24,74,Berawan,7.9,-6.9379985675,107.4341659863
Kabupaten Bandung Barat,Cililin,Cililin,2026-01-27 10:00:00,25,73,Berawan,8.7,-6.9469896991,107.4546015507
Kabupaten Bandung Barat,Cililin,Karanganyar,2026-01-27 10:00:00,25,75,Berawan,11.0,-6.9305221149,107.3960728222
Kabupaten Bandung Barat,Cililin,Karangtanjung,2026-01-27 10:00:00,25,72,Berawan,8.7,-6.9564318613,107.4680943755
Kabupaten Bandung Barat,Cililin,Karyamukti,2026-01-27 10:00:00,24,72,Berawan,8.7,-7.035771115,107.469640189
Kabupaten Bandung Barat,Cililin,Kidangpananjung,2026-01-27 10:00:00,25,71,Berawan,8.7,-6.9798776426,107.4822698793
Kabupaten Bandung Barat,Cililin,Mukapayung,2026-01-27 10:00:00,24,72,Berawan,8.7,-6.9938259,107.4551297734
Kabupaten Bandung Barat,Cililin,Nanggerang,2026-01-27 10:00:00,24,73,Berawan,8.7,-7.0159108977,107.4552062771
Kabupaten Bandung Barat,Cililin,Rancapanggung,2026-01-27 10:00:00,24,74,Berawan,7.9,-6.9839816953,107.4289092348
Kabupaten Bandung Barat,Cipatat,Cipatat,2026-01-27 10:00:00,25,74,Berawan,12.5,-6.8373687383,107.3899459217
Kabupaten Bandung Barat,Cipatat,Ciptaharja,2026-01-27 10:00:00,26,73,Berawan,11.0,-6.8539306482,107.3763387618
Kabupaten Bandung Barat,Cipatat,Cirawamekar,2026-01-27 10:00:00,25,75,Hujan Ringan,12.5,-6.8103139468,107.4280607804
Kabupaten Bandung Barat,Cipatat,Citatah,2026-01-27 10:00:00,25,74,Berawan,11.0,-6.839482973,107.4152319203
Kabupaten Bandung Barat,Cipatat,Gunungmasigit,2026-01-27 10:00:00,24,75,Hujan Ringan,12.8,-6.835551683,107.4386726826
Kabupaten Bandung Barat,Cipatat,Kertamukti,2026-01-27 10:00:00,26,73,Berawan,12.5,-6.8085805042,107.3781846287
Kabupaten Bandung Barat,Cipatat,Mandalasari,2026-01-27 10:00:00,26,71,Berawan,10.3,-6.8243514514,107.3338449469
Kabupaten Bandung Barat,Cipatat,Mandalawangi,2026-01-27 10:00:00,26,71,Berawan,10.3,-6.8359000709,107.334793717
Kabupaten Bandung Barat,Cipatat,Nyalindung,2026-01-27 10:00:00,24,76,Hujan Ringan,12.8,-6.7897279643,107.4423902878
Kabupaten Bandung Barat,Cipatat,Rajamandalakulon,2026-01-27 10:00:00,26,72,Berawan,11.0,-6.8532358679,107.3511299753
Kabupaten Bandung Barat,Cipatat,Sarimukti,2026-01-27 10:00:00,26,71,Berawan,12.5,-6.8073822071,107.3406023821
Kabupaten Bandung Barat,Cipatat,Sumurbandung,2026-01-27 10:00:00,25,75,Hujan Ringan,12.5,-6.7898285946,107.4173837935
Kabupaten Bandung Barat,Cipeundeuy,Bojongmekar,2026-01-27 10:00:00,26,73,Berawan,12.5,-6.7546193109,107.3511752889
Kabupaten Bandung Barat,Cipeundeuy,Ciharashas,2026-01-27 10:00:00,26,75,Berawan,11.7,-6.7249860467,107.3822670742
Kabupaten Bandung Barat,Cipeundeuy,Cipeundeuy,2026-01-27 10:00:00,26,73,Berawan,12.5,-6.7384822613,107.3574102636
Kabupaten Bandung Barat,Cipeundeuy,Ciroyom,2026-01-27 10:00:00,26,75,Berawan,11.7,-6.7074053454,107.349636911
Kabupaten Bandung Barat,Cipeundeuy,Jatimekar,2026-01-27 10:00:00,26,74,Berawan,12.5,-6.7501463502,107.3751782894
Kabupaten Bandung Barat,Cipeundeuy,Margalaksana,2026-01-27 10:00:00,27,73,Berawan,13.6,-6.7297335518,107.3324566155
Kabupaten Bandung Barat,Cipeundeuy,Margaluyu,2026-01-27 10:00:00,27,70,Berawan,10.3,-6.7667531245,107.3084500505
Kabupaten Bandung Barat,Cipeundeuy,Nanggeleng,2026-01-27 10:00:00,26,72,Berawan,12.5,-6.7778234564,107.3511907691
Kabupaten Bandung Barat,Cipeundeuy,Nyenang,2026-01-27 10:00:00,26,73,Berawan,12.5,-6.7476694998,107.345648485
Kabupaten Bandung Barat,Cipeundeuy,Sirnagalih,2026-01-27 10:00:00,26,75,Berawan,11.7,-6.7125110281,107.3669300957
Kabupaten Bandung Barat,Cipeundeuy,Sirnaraja,2026-01-27 10:00:00,26,74,Berawan,12.5,-6.7814139523,107.3863165003
Kabupaten Bandung Barat,Cipeundeuy,Sukahaji,2026-01-27 10:00:00,26,75,Berawan,11.7,-6.7314366161,107.3688915155
Kabupaten Bandung Barat,Cipongkor,Baranangsiang,2026-01-27 10:00:00,25,73,Berawan,11.0,-6.9058171256,107.3451346783
Kabupaten Bandung Barat,Cipongkor,Cibenda,2026-01-27 10:00:00,25,72,Berawan,7.4,-6.9415242262,107.3186782506
Kabupaten Bandung Barat,Cipongkor,Cicangkanghilir,2026-01-27 10:00:00,24,75,Berawan,7.9,-6.9622459581,107.4109184162
Kabupaten Bandung Barat,Cipongkor,Cijambu,2026-01-27 10:00:00,25,73,Berawan,11.0,-6.929625345,107.3396967109
Kabupaten Bandung Barat,Cipongkor,Cijenuk,2026-01-27 10:00:00,24,74,Berawan,7.9,-6.9705877083,107.3778605662
Kabupaten Bandung Barat,Cipongkor,Cintaasih,2026-01-27 10:00:00,25,72,Berawan,7.4,-6.9592503825,107.3216930566
Kabupaten Bandung Barat,Cipongkor,Citalem,2026-01-27 10:00:00,24,74,Berawan,7.9,-6.947724514,107.3852670727
Kabupaten Bandung Barat,Cipongkor,Girimukti,2026-01-27 10:00:00,24,74,Berawan,7.9,-6.9841914342,107.3649004992
Kabupaten Bandung Barat,Cipongkor,Karangsari,2026-01-27 10:00:00,24,73,Berawan,7.9,-6.965389371,107.3432674433
Kabupaten Bandung Barat,Cipongkor,Mekarsari,2026-01-27 10:00:00,24,74,Berawan,7.9,-6.9433030517,107.3705205148
Kabupaten Bandung Barat,Cipongkor,Neglasari,2026-01-27 10:00:00,25,73,Berawan,7.9,-6.9618286186,107.3606709167
Kabupaten Bandung Barat,Cipongkor,Sarinagen,2026-01-27 10:00:00,25,73,Berawan,7.9,-6.9401321998,107.3551374802
Kabupaten Bandung Barat,Cipongkor,Sirnagalih,2026-01-27 10:00:00,26,72,Berawan,7.4,-6.9123519618,107.3261337411
Kabupaten Bandung Barat,Cipongkor,Sukamulya,2026-01-27 10:00:00,24,75,Berawan,7.9,-6.9562568951,107.3996313999
Kabupaten Bandung Barat,Cisarua,Cipada,2026-01-27 10:00:00,23,80,Hujan Ringan,12.8,-6.7839001472,107.5203129565
Kabupaten Bandung Barat,Cisarua,Jambudipa,2026-01-27 09:00:00,22,82,Hujan Ringan,12.2,-6.8207907303,107.5566121329
Kabupaten Bandung Barat,Cisarua,Kertawangi,2026-01-27 10:00:00,23,80,Hujan Ringan,12.2,-6.772757923,107.5713623898
Kabupaten Bandung Barat,Cisarua,Padaasih,2026-01-27 10:00:00,23,76,Hujan Ringan,12.2,-6.8358728408,107.5616404509
Kabupaten Bandung Barat,Cisarua,Pasirhalang,2026-01-27 10:00:00,24,76,Hujan Ringan,12.8,-6.8225692708,107.5333237669
Kabupaten Bandung Barat,Cisarua,Pasirlangu,2026-01-27 10:00:00,23,78,Hujan Ringan,12.2,-6.7932547761,107.5386826697
Kabupaten Bandung Barat,Cisarua,Sadangmekar,2026-01-27 10:00:00,24,78,Hujan Ringan,12.8,-6.7891719414,107.4949487496
Kabupaten Bandung Barat,Cisarua,Tugumukti,2026-01-27 10:00:00,23,78,Hujan Ringan,12.2,-6.8019738735,107.5475172282
Kabupaten Bandung Barat,Gununghalu,Bunijaya,2026-01-27 10:00:00,24,69,Berawan,7.4,-7.0292062761,107.2654214974
Kabupaten Bandung Barat,Gununghalu,Celak,2026-01-27 10:00:00,24,72,Berawan,7.9,-7.0203331091,107.3547858393
Kabupaten Bandung Barat,Gununghalu,Cilangari,2026-01-27 10:00:00,24,66,Berawan,11.1,-7.0446954272,107.2213601846
Kabupaten Bandung Barat,Gununghalu,Gununghalu,2026-01-27 10:00:00,23,67,Berawan,8.2,-7.0639131664,107.3320882996
Kabupaten Bandung Barat,Gununghalu,Sindangjaya,2026-01-27 10:00:00,24,68,Berawan,8.1,-7.0265548605,107.2166782378
Kabupaten Bandung Barat,Gununghalu,Sirnajaya,2026-01-27 10:00:00,24,67,Berawan,8.2,-7.0448557607,107.2916833553
Kabupaten Bandung Barat,Gununghalu,Sukasari,2026-01-27 10:00:00,24,73,Berawan,7.9,-6.9857555151,107.3433956085
Kabupaten Bandung Barat,Gununghalu,Tamanjaya,2026-01-27 10:00:00,24,72,Berawan,7.4,-6.9923522533,107.3197987178
Kabupaten Bandung Barat,Gununghalu,Wargasaluyu,2026-01-27 10:00:00,24,71,Berawan,7.4,-7.0151198437,107.3343818588
Kabupaten Bandung Barat,Lembang,Cibodas,2026-01-27 10:00:00,24,72,Hujan Ringan,10.3,-6.823891156,107.6760666947
Kabupaten Bandung Barat,Lembang,Cibogo,2026-01-27 10:00:00,23,76,Hujan Ringan,10.3,-6.8080093147,107.6382925928
Kabupaten Bandung Barat,Lembang,Cikahuripan,2026-01-27 10:00:00,23,78,Hujan Ringan,12.2,-6.7925745237,107.6091192546
Kabupaten Bandung Barat,Lembang,Cikidang,2026-01-27 10:00:00,23,75,Hujan Ringan,10.3,-6.7926474135,107.6625604284
Kabupaten Bandung Barat,Lembang,Cikole,2026-01-27 10:00:00,23,76,Hujan Ringan,10.3,-6.7890120428,107.6440967922
Kabupaten Bandung Barat,Lembang,Gudangkahuripan,2026-01-27 10:00:00,23,75,Hujan Ringan,12.2,-6.8300770059,107.6050452608
Kabupaten Bandung Barat,Lembang,Jayagiri,2026-01-27 10:00:00,23,77,Hujan Ringan,12.2,-6.7893861823,107.6223138883
Kabupaten Bandung Barat,Lembang,Kayuambon,2026-01-27 10:00:00,23,74,Hujan Ringan,12.2,-6.81846414,107.6343140754
Kabupaten Bandung Barat,Lembang,Langensari,2026-01-27 10:00:00,23,73,Hujan Ringan,10.3,-6.8264117546,107.6447269521
Kabupaten Bandung Barat,Lembang,Lembang,2026-01-27 10:00:00,23,74,Hujan Ringan,12.2,-6.8207425317,107.6195904333
Kabupaten Bandung Barat,Lembang,Mekarwangi,2026-01-27 10:00:00,24,71,Berawan,9.4,-6.845510901,107.638163704
Kabupaten Bandung Barat,Lembang,Pagerwangi,2026-01-27 10:00:00,24,72,Berawan,12.6,-6.8379389782,107.6249143423
Kabupaten Bandung Barat,Lembang,Sukajaya,2026-01-27 10:00:00,23,78,Hujan Ringan,12.2,-6.7906197948,107.5997953731
Kabupaten Bandung Barat,Lembang,Suntenjaya,2026-01-27 10:00:00,24,71,Hujan Ringan,10.3,-6.8162581164,107.7100289161
Kabupaten Bandung Barat,Lembang,Wangunharja,2026-01-27 10:00:00,23,75,Hujan Ringan,10.3,-6.8091458451,107.6717342736
Kabupaten Bandung Barat,Lembang,Wangunsari,2026-01-27 10:00:00,24,73,Berawan,12.6,-6.8425697981,107.6097963538
Kabupaten Bandung Barat,Ngamprah,Bojongkoneng,2026-01-27 10:00:00,24,77,Hujan Ringan,12.8,-6.8147164492,107.4949479858
Kabupaten Bandung Barat,Ngamprah,Cilame,2026-01-27 10:00:00,24,74,Berawan,13.3,-6.8442763129,107.5211866438
Kabupaten Bandung Barat,Ngamprah,Cimanggu,2026-01-27 10:00:00,24,77,Hujan Ringan,12.8,-6.8147617677,107.5106909134
Kabupaten Bandung Barat,Ngamprah,Cimareme,2026-01-27 10:00:00,24,73,Berawan,13.3,-6.8685169393,107.5032603599
Kabupaten Bandung Barat,Ngamprah,Gadobangkong,2026-01-27 10:00:00,24,72,Berawan,13.3,-6.869534519,107.5164818844
Kabupaten Bandung Barat,Ngamprah,Margajaya,2026-01-27 10:00:00,24,75,Hujan Ringan,13.3,-6.8536696957,107.502397283
Kabupaten Bandung Barat,Ngamprah,Mekarsari,2026-01-27 10:00:00,24,75,Hujan Ringan,13.3,-6.8430657919,107.5082714605
Kabupaten Bandung Barat,Ngamprah,Ngamprah,2026-01-27 10:00:00,24,77,Hujan Ringan,12.8,-6.8316388877,107.5067304917
Kabupaten Bandung Barat,Ngamprah,Pakuhaji,2026-01-27 10:00:00,24,76,Hujan Ringan,12.8,-6.83734761,107.5372078036
Kabupaten Bandung Barat,Ngamprah,Sukatani,2026-01-27 10:00:00,24,77,Hujan Ringan,12.8,-6.8322124141,107.4947082671
Kabupaten Bandung Barat,Ngamprah,Tanimulya,2026-01-27 10:00:00,24,74,Berawan,13.3,-6.8594402461,107.5266033048
Kabupaten Bandung Barat,Padalarang,Campaka Mekar,2026-01-27 10:00:00,24,76,Hujan Ringan,12.8,-6.8014958477,107.4601194788
Kabupaten Bandung Barat,Padalarang,Ciburuy,2026-01-27 10:00:00,24,76,Hujan Ringan,12.8,-6.8261871447,107.4668175984
Kabupaten Bandung Barat,Padalarang,Cimerang,2026-01-27 10:00:00,25,73,Berawan,13.3,-6.8785978576,107.4817069986
Kabupaten Bandung Barat,Padalarang,Cipeundeuy,2026-01-27 10:00:00,25,73,Berawan,13.3,-6.8694605331,107.4774552488
Kabupaten Bandung Barat,Padalarang,Jayamekar,2026-01-27 10:00:00,25,75,Hujan Ringan,13.3,-6.8514344752,107.4587809014
Kabupaten Bandung Barat,Padalarang,Kertajaya,2026-01-27 10:00:00,24,75,Hujan Ringan,13.3,-6.8564371351,107.4820729412
