Kode,Kelurahan,Kecamatan,Kabupaten/Kota
32.16.19.2002,Sukasejati,Cikarang Selatan,Kabupaten Bekasi
32.16.11.2002,Cipayung,Cikarang Timur,Kabupaten Bekasi
32.16.11.2003,Hegarmanah,Cikarang Timur,Kabupaten Bekasi
32.16.11.2005,Jatibaru,Cikarang Timur,Kabupaten Bekasi
32.16.11.2004,Jatireja,Cikarang Timur,Kabupaten Bekasi
32.16.11.2008,Karangsari,Cikarang Timur,Kabupaten Bekasi
32.16.11.2006,Labansari,Cikarang Timur,Kabupaten Bekasi
32.16.11.1007,Sertajaya,Cikarang Timur,Kabupaten Bekasi
32.16.11.2001,Tanjungbaru,Cikarang Timur,Kabupaten Bekasi
32.16.09.2001,Cikarangkota,Cikarang Utara,Kabupaten Bekasi
32.16.09.2009,Harjamekar,Cikarang Utara,Kabupaten Bekasi
32.16.09.2003,Karangasih,Cikarang Utara,Kabupaten Bekasi
32.16.09.2002,Karangbaru,Cikarang Utara,Kabupaten Bekasi
32.16.09.2005,Karangraharja,Cikarang Utara,Kabupaten Bekasi
32.16.09.2010,Mekarmukti,Cikarang Utara,Kabupaten Bekasi
32.16.09.2006,Pasirgombong,Cikarang Utara,Kabupaten Bekasi
32.16.09.2007,Simpangan,Cikarang Utara,Kabupaten Bekasi
32.16.09.2008,Tanjungsari,Cikarang Utara,Kabupaten Bekasi
32.16.09.2004,Waluya,Cikarang Utara,Kabupaten Bekasi
32.16.09.2011,Wangunharja,Cikarang Utara,Kabupaten Bekasi
32.16.10.2004,Karanganyar,Karang Bahagia,Kabupaten Bekasi
32.16.10.2005,Karangbahagia,Karang Bahagia,Kabupaten Bekasi
32.16.10.2008,Karangmukti,Karang Bahagia,Kabupaten Bekasi
32.16.10.2002,Karangrahayu,Karang Bahagia,Kabupaten Bekasi
32.16.10.2007,Karangsatu,Karang Bahagia,Kabupaten Bekasi
32.16.10.2006,Karangsentosa,Karang Bahagia,Kabupaten Bekasi
32.16.10.2003,Karangsetia,Karang Bahagia,Kabupaten Bekasi
32.16.10.2001,Sukaraya,Karang Bahagia,Kabupaten Bekasi
32.16.12.2006,Bojongsari,Kedung Waringin,Kabupaten Bekasi
32.16.12.2005,Karangharum,Kedung Waringin,Kabupaten Bekasi
32.16.12.2003,Karangmekar,Kedung Waringin,Kabupaten Bekasi
32.16.12.2001,Karangsambung,Kedung Waringin,Kabupaten Bekasi
32.16.12.2007,Kedungwaringin,Kedung Waringin,Kabupaten Bekasi
32.16.12.2004,Mekarjaya,Kedung Waringin,Kabupaten Bekasi
32.16.12.2002,Waringinjaya,Kedung Waringin,Kabupaten Bekasi
32.16.17.2006,Jayasakti,Muaragembong,Kabupaten Bekasi
32.16.17.2002,Pantai Bahagia,Muaragembong,Kabupaten Bekasi
32.16.17.2003,Pantai Bakti,Muaragembong,Kabupaten Bekasi
32.16.17.2004,Pantai Harapanjaya,Muaragembong,Kabupaten Bekasi
32.16.17.2001,Pantai Mekar,Muaragembong,Kabupaten Bekasi
32.16.17.2005,Pantai Sederhana,Muaragembong,Kabupaten Bekasi
32.16.13.2013,Bantarjaya,Pebayuran,Kabupaten Bekasi
32.16.13.2012,Bantarsari,Pebayuran,Kabupaten Bekasi
32.16.13.2001,Karangharja,Pebayuran,Kabupaten Bekasi
32.16.13.2009,Karanghaur,Pebayuran,Kabupaten Bekasi
32.16.13.2006,Karangjaya,Pebayuran,Kabupaten Bekasi
32.16.13.2008,Karangpatri,Pebayuran,Kabupaten Bekasi
32.16.13.2005,Karangreja,Pebayuran,Kabupaten Bekasi
32.16.13.2002,Karangsegar,Pebayuran,Kabupaten Bekasi
32.16.13.2010,Kertajaya,Pebayuran,Kabupaten Bekasi
32.16.13.1011,Kertasari,Pebayuran,Kabupaten Bekasi
32.16.13.2004,Sumbereja,Pebayuran,Kabupaten Bekasi
32.16.13.2007,Sumbersari,Pebayuran,Kabupaten Bekasi
32.16.13.2003,Sumberurip,Pebayuran,Kabupaten Bekasi
32.16.21.2007,Cilangkara,Serang Baru,Kabupaten Bekasi
32.16.21.2004,Jayamulya,Serang Baru,Kabupaten Bekasi
32.16.21.2008,Jayasampurna,Serang Baru,Kabupaten Bekasi
32.16.21.2005,Nagacipta,Serang Baru,Kabupaten Bekasi
32.16.21.2006,Nagasari,Serang Baru,Kabupaten Bekasi
32.16.21.2002,Sirnajaya,Serang Baru,Kabupaten Bekasi
32.16.21.2001,Sukaragam,Serang Baru,Kabupaten Bekasi
32.16.21.2003,Sukasari,Serang Baru,Kabupaten Bekasi
32.16.18.2003,Burangkeng,Setu,Kabupaten Bekasi
32.16.18.2005,Cibening,Setu,Kabupaten Bekasi
32.16.18.2001,Cijengkol,Setu,Kabupaten Bekasi
32.16.18.2008,Cikarageman,Setu,Kabupaten Bekasi
32.16.18.2004,Ciledug,Setu,Kabupaten Bekasi
32.16.18.2011,Kertarahayu,Setu,Kabupaten Bekasi
32.16.18.2002,Lubangbuaya,Setu,Kabupaten Bekasi
32.16.18.2010,Muktijaya,Setu,Kabupaten Bekasi
32.16.18.2009,Ragemanunggal,Setu,Kabupaten Bekasi
32.16.18.2007,Taman Rahayu,Setu,Kabupaten Bekasi
32.16.18.2006,Taman Sari,Setu,Kabupaten Bekasi
32.16.14.2002,Sukaindah,Sukakarya,Kabupaten Bekasi
32.16.14.2005,Sukajadi,Sukakarya,Kabupaten Bekasi
32.16.14.2006,Sukakarsa,Sukakarya,Kabupaten Bekasi
32.16.14.2003,Sukakarya,Sukakarya,Kabupaten Bekasi
32.16.14.2004,Sukalaksana,Sukakarya,Kabupaten Bekasi
32.16.14.2007,Sukamakmur,Sukakarya,Kabupaten Bekasi
32.16.14.2001,Sukamurni,Sukakarya,Kabupaten Bekasi
32.16.15.2006,Banjarsari,Sukatani,Kabupaten Bekasi
32.16.15.2004,Sukaasih,Sukatani,Kabupaten Bekasi
32.16.15.2007,Sukadarma,Sukatani,Kabupaten Bekasi
32.16.15.2003,Sukahurip,Sukatani,Kabupaten Bekasi
32.16.15.2002,Sukamanah,Sukatani,Kabupaten Bekasi
32.16.15.2001,Sukamulya,Sukatani,Kabupaten Bekasi
32.16.15.2005,Sukarukun,Sukatani,Kabupaten Bekasi
32.16.03.2002,Sukabudi,Sukawangi,Kabupaten Bekasi
32.16.03.2003,Sukadaya,Sukawangi,Kabupaten Bekasi
32.16.03.2005,Sukakerta,Sukawangi,Kabupaten Bekasi
32.16.03.2007,Sukamekar,Sukawangi,Kabupaten Bekasi
32.16.03.2001,Sukaringin,Sukawangi,Kabupaten Bekasi
32.16.03.2006,Sukatenang,Sukawangi,Kabupaten Bekasi
32.16.03.2004,Sukawangi,Sukawangi,Kabupaten Bekasi
32.16.04.2007,Sukabakti,Tambelang,Kabupaten Bekasi
32.16.04.2002,Sukamaju,Tambelang,Kabupaten Bekasi
32.16.04.2006,Sukamantri,Tambelang,Kabupaten Bekasi
32.16.04.2005,Sukarahayu,Tambelang,Kabupaten Bekasi
32.16.04.2003,Sukaraja,Tambelang,Kabupaten Bekasi
32.16.04.2004,Sukarapih,Tambelang,Kabupaten Bekasi
32.16.04.2001,Sukawijaya,Tambelang,Kabupaten Bekasi
32.16.06.1001,Jatimulya,Tambun Selatan,Kabupaten Bekasi
32.16.06.2003,Lambangjaya,Tambun Selatan,Kabupaten Bekasi
32.16.06.2002,Lambangsari,Tambun Selatan,Kabupaten Bekasi
32.16.06.2009,Mangunjaya,Tambun Selatan,Kabupaten Bekasi
32.16.06.2007,Mekarsari,Tambun Selatan,Kabupaten Bekasi
32.16.06.2005,Setiadarma,Tambun Selatan,Kabupaten Bekasi
32.16.06.2006,Setiamekar,Tambun Selatan,Kabupaten Bekasi
32.16.06.2010,Sumberjaya,Tambun Selatan,Kabupaten Bekasi
32.16.06.2004,Tambun,Tambun Selatan,Kabupaten Bekasi
32.16.06.2008,Tridaya Sakti,Tambun Selatan,Kabupaten Bekasi
32.16.05.2002,Jejalenjaya,Tambun Utara,Kabupaten Bekasi
32.16.05.2008,Karangsatria,Tambun Utara,Kabupaten Bekasi
32.16.05.2001,Satriajaya,Tambun Utara,Kabupaten Bekasi
32.16.05.2003,Satriamekar,Tambun Utara,Kabupaten Bekasi
32.16.05.2004,Sriamur,Tambun Utara,Kabupaten Bekasi
32.16.05.2006,Srijaya,Tambun Utara,Kabupaten Bekasi
32.16.05.2007,Srimahi,Tambun Utara,Kabupaten Bekasi
32.16.05.2005,Srimukti,Tambun Utara,Kabupaten Bekasi
32.16.01.2004,Pahlawan Setia,Tarumajaya,Kabupaten Bekasi
32.16.01.2008,Pantai Makmur,Tarumajaya,Kabupaten Bekasi
32.16.01.2003,Pusaka Rakyat,Tarumajaya,Kabupaten Bekasi
32.16.01.2001,Sagara Makmur,Tarumajaya,Kabupaten Bekasi
32.16.01.2006,Samudra Jaya,Tarumajaya,Kabupaten Bekasi
32.16.01.2002,Segarajaya,Tarumajaya,Kabupaten Bekasi
32.16.01.1007,Setia Asih,Tarumajaya,Kabupaten Bekasi
32.16.01.2005,Setia Mulya,Tarumajaya,Kabupaten Bekasi
32.01.05.2008,Babakan Madang,Babakan Madang,Kabupaten Bogor
32.01.05.2009,Bojong Koneng,Babakan Madang,Kabupaten Bogor
32.01.05.2001,Cijayanti,Babakan Madang,Kabupaten Bogor
32.01.05.2005,Cipambuan,Babakan Madang,Kabupaten Bogor
32.01.05.2007,Citaringgul,Babakan Madang,Kabupaten Bogor
32.01.05.2006,Kadumanggu,Babakan Madang,Kabupaten Bogor
32.01.05.2004,Karang Tengah,Babakan Madang,Kabupaten Bogor
32.01.05.2003,Sentul,Babakan Madang,Kabupaten Bogor
32.01.05.2002,Sumur Batu,Babakan Madang,Kabupaten Bogor
32.01.13.2001,Bojongbaru,Bojonggede,Kabupaten Bogor
32.01.13.2009,Bojonggede,Bojonggede,Kabupaten Bogor
32.01.13.2002,Cimanggis,Bojonggede,Kabupaten Bogor
32.01.13.2005,Kedung Waringin,Bojonggede,Kabupaten Bogor
32.01.13.1007,Pabuaran,Bojonggede,Kabupaten Bogor
32.01.13.2004,Ragajaya,Bojonggede,Kabupaten Bogor
32.01.13.2008,Rawapanjang,Bojonggede,Kabupaten Bogor
32.01.13.2003,Susukan,Bojonggede,Kabupaten Bogor
32.01.13.2006,Waringin Jaya,Bojonggede,Kabupaten Bogor
32.01.27.2004,Caringin,Caringin,Kabupaten Bogor
32.01.27.2003,Ciderum,Caringin,Kabupaten Bogor
32.01.27.2005,Ciherang Pondok,Caringin,Kabupaten Bogor
32.01.27.2007,Cimande,Caringin,Kabupaten Bogor
32.01.27.2002,Cimande Hilir,Caringin,Kabupaten Bogor
32.01.27.2006,Cinagara,Caringin,Kabupaten Bogor
32.01.27.2011,Lemah Duhur,Caringin,Kabupaten Bogor
32.01.27.2009,Muarajaya,Caringin,Kabupaten Bogor
32.01.27.2008,Pancawati,Caringin,Kabupaten Bogor
32.01.27.2010,Pasirbuncir,Caringin,Kabupaten Bogor
32.01.27.2001,Pasirmuncang,Caringin,Kabupaten Bogor
32.01.27.2012,Tangkil,Caringin,Kabupaten Bogor
32.01.08.2002,Babakanraden,Cariu,Kabupaten Bogor
32.01.08.2007,Bantarkuning,Cariu,Kabupaten Bogor
32.01.08.2005,Cariu,Cariu,Kabupaten Bogor
32.01.08.2010,Cibatutiga,Cariu,Kabupaten Bogor
32.01.08.2003,Cikutamahi,Cariu,Kabupaten Bogor
32.01.08.2001,Karyamekar,Cariu,Kabupaten Bogor
32.01.08.2004,Kutamekar,Cariu,Kabupaten Bogor
32.01.08.2006,Mekarwangi,Cariu,Kabupaten Bogor
32.01.08.2008,Sukajadi,Cariu,Kabupaten Bogor
32.01.08.2009,Tegalpanjang,Cariu,Kabupaten Bogor
32.01.15.2012,Benteng,Ciampea,Kabupaten Bogor
32.01.15.2004,Bojongjengkol,Ciampea,Kabupaten Bogor
32.01.15.2009,Bojongrangkas,Ciampea,Kabupaten Bogor
32.01.15.2001,Ciampea,Ciampea,Kabupaten Bogor
32.01.15.2013,Ciampea Udik,Ciampea,Kabupaten Bogor
32.01.15.2008,Cibadak,Ciampea,Kabupaten Bogor
32.01.15.2011,Cibanteng,Ciampea,Kabupaten Bogor
32.01.15.2006,Cibuntu,Ciampea,Kabupaten Bogor
32.01.15.2007,Cicadas,Ciampea,Kabupaten Bogor
32.01.15.2010,Cihideung Ilir,Ciampea,Kabupaten Bogor
32.01.15.2003,Cihideung Udik,Ciampea,Kabupaten Bogor
32.01.15.2002,Cinangka,Ciampea,Kabupaten Bogor
32.01.15.2005,Tegalwaru,Ciampea,Kabupaten Bogor
32.01.24.2005,Banjarsari,Ciawi,Kabupaten Bogor
32.01.24.2011,Banjarwangi,Ciawi,Kabupaten Bogor
32.01.24.2007,Banjarwaru,Ciawi,Kabupaten Bogor
32.01.24.2008,Bendungan,Ciawi,Kabupaten Bogor
32.01.24.2013,Bitungsari,Ciawi,Kabupaten Bogor
32.01.24.2010,Bojongmurni,Ciawi,Kabupaten Bogor
32.01.24.2012,Ciawi,Ciawi,Kabupaten Bogor
32.01.24.2003,Cibedug,Ciawi,Kabupaten Bogor
32.01.24.2001,Cileungsi,Ciawi,Kabupaten Bogor
32.01.24.2002,Citapen,Ciawi,Kabupaten Bogor
32.01.24.2004,Jambuluwuk,Ciawi,Kabupaten Bogor
32.01.24.2009,Pandansari,Ciawi,Kabupaten Bogor
32.01.24.2006,Telukpinang,Ciawi,Kabupaten Bogor
32.01.01.1006,Cibinong,Cibinong,Kabupaten Bogor
32.01.01.1011,Cirimekar,Cibinong,Kabupaten Bogor
32.01.01.1010,Ciriung,Cibinong,Kabupaten Bogor
32.01.01.1003,Harapanjaya,Cibinong,Kabupaten Bogor
32.01.01.1002,Karadenan,Cibinong,Kabupaten Bogor
32.01.01.1004,Nanggewer,Cibinong,Kabupaten Bogor
32.01.01.1005,Nanggewer Mekar,Cibinong,Kabupaten Bogor
32.01.01.1012,Pabuaran,Cibinong,Kabupaten Bogor
32.01.01.1013,Pabuaran Mekar,Cibinong,Kabupaten Bogor
32.01.01.1007,Pakansari,Cibinong,Kabupaten Bogor
32.01.01.1001,Pondok Rajeg,Cibinong,Kabupaten Bogor
32.01.01.1009,Sukahati,Cibinong,Kabupaten Bogor
32.01.01.1008,Tengah,Cibinong,Kabupaten Bogor
32.01.16.2003,Cemplang,Cibungbulang,Kabupaten Bogor
32.01.16.2011,Ciaruteun Ilir,Cibungbulang,Kabupaten Bogor
32.01.16.2005,Ciaruteun Udik,Cibungbulang,Kabupaten Bogor
32.01.16.2004,Cibatok I,Cibungbulang,Kabupaten Bogor
32.01.16.2012,Cibatok II,Cibungbulang,Kabupaten Bogor
32.01.16.2010,Cijujung,Cibungbulang,Kabupaten Bogor
32.01.16.2007,Cimanggu I,Cibungbulang,Kabupaten Bogor
32.01.16.2008,Cimanggu II,Cibungbulang,Kabupaten Bogor
32.01.16.2009,Dukuh,Cibungbulang,Kabupaten Bogor
32.01.16.2014,Galuga,Cibungbulang,Kabupaten Bogor
32.01.16.2015,Girimulya,Cibungbulang,Kabupaten Bogor
32.01.16.2006,Leuweungkolot,Cibungbulang,Kabupaten Bogor
32.01.16.2002,Situ Ilir,Cibungbulang,Kabupaten Bogor
32.01.16.2001,Situ Udik,Cibungbulang,Kabupaten Bogor
32.01.16.2013,Sukamaju,Cibungbulang,Kabupaten Bogor
32.01.38.2009,Ciadeg,Cigombong,Kabupaten Bogor
32.01.38.2008,Ciburayut,Cigombong,Kabupaten Bogor
32.01.38.2003,Ciburuy,Cigombong,Kabupaten Bogor
32.01.38.2001,Cigombong,Cigombong,Kabupaten Bogor
32.01.38.2005,Cisalada,Cigombong,Kabupaten Bogor
32.01.38.2007,Pasirjaya,Cigombong,Kabupaten Bogor
32.01.38.2004,Srogol,Cigombong,Kabupaten Bogor
32.01.38.2006,Tugujaya,Cigombong,Kabupaten Bogor
32.01.38.2002,Wates Jaya,Cigombong,Kabupaten Bogor
32.01.22.2006,Argapura,Cigudeg,Kabupaten Bogor
32.01.22.2007,Bangunjaya,Cigudeg,Kabupaten Bogor
32.01.22.2013,Banyuasih,Cigudeg,Kabupaten Bogor
32.01.22.2004,Banyuresmi,Cigudeg,Kabupaten Bogor
32.01.22.2012,Banyuwangi,Cigudeg,Kabupaten Bogor
32.01.22.2009,Batujajar,Cigudeg,Kabupaten Bogor
32.01.22.2003,Bunar,Cigudeg,Kabupaten Bogor
32.01.22.2002,Cigudeg,Cigudeg,Kabupaten Bogor
32.01.22.2005,Cintamanik,Cigudeg,Kabupaten Bogor
32.01.22.2014,Mekarjaya,Cigudeg,Kabupaten Bogor
32.01.22.2008,Rengasjajar,Cigudeg,Kabupaten Bogor
32.01.22.2001,Sukamaju,Cigudeg,Kabupaten Bogor
32.01.22.2011,Sukaraksa,Cigudeg,Kabupaten Bogor
32.01.22.2015,Tegallega,Cigudeg,Kabupaten Bogor
32.01.22.2010,Wargajaya,Cigudeg,Kabupaten Bogor
32.01.28.2006,Cibalung,Cijeruk,Kabupaten Bogor
32.01.28.2001,Cijeruk,Cijeruk,Kabupaten Bogor
32.01.28.2002,Cipelang,Cijeruk,Kabupaten Bogor
32.01.28.2005,Cipicung,Cijeruk,Kabupaten Bogor
32.01.28.2008,Palasari,Cijeruk,Kabupaten Bogor
32.01.28.2007,Sukaharja,Cijeruk,Kabupaten Bogor
32.01.28.2004,Tajurhalang,Cijeruk,Kabupaten Bogor
32.01.28.2009,Tanjungsari,Cijeruk,Kabupaten Bogor
32.01.28.2003,Warungmenteng,Cijeruk,Kabupaten Bogor
32.01.07.2012,Cileungsi,Cileungsi,Kabupaten Bogor
32.01.07.2007,Cileungsi Kidul,Cileungsi,Kabupaten Bogor
32.01.07.2010,Cipenjo,Cileungsi,Kabupaten Bogor
32.01.07.2008,Cipeucang,Cileungsi,Kabupaten Bogor
32.01.07.2004,Dayeuh,Cileungsi,Kabupaten Bogor
32.01.07.2005,Gandoang,Cileungsi,Kabupaten Bogor
32.01.07.2006,Jatisari,Cileungsi,Kabupaten Bogor
32.01.07.2011,Limusnunggal,Cileungsi,Kabupaten Bogor
32.01.07.2003,Mampir,Cileungsi,Kabupaten Bogor
32.01.07.2002,Mekarsari,Cileungsi,Kabupaten Bogor
32.01.07.2001,Pasirangin,Cileungsi,Kabupaten Bogor
32.01.07.2009,Situsari,Cileungsi,Kabupaten Bogor
32.01.29.2008,Ciapus,Ciomas,Kabupaten Bogor
32.01.29.2005,Ciomas,Ciomas,Kabupaten Bogor
32.01.29.2011,Ciomas Rahayu,Ciomas,Kabupaten Bogor
32.01.29.2009,Kotabatu,Ciomas,Kabupaten Bogor
32.01.29.2010,Laladon,Ciomas,Kabupaten Bogor
32.01.29.2001,Mekarjaya,Ciomas,Kabupaten Bogor
32.01.29.1003,Padasuka,Ciomas,Kabupaten Bogor
32.01.29.2006,Pagelaran,Ciomas,Kabupaten Bogor
32.01.29.2004,Parakan,Ciomas,Kabupaten Bogor
32.01.29.2002,Sukaharja,Ciomas,Kabupaten Bogor
32.01.29.2007,Sukamakmur,Ciomas,Kabupaten Bogor
32.01.25.2001,Batulayang,Cisarua,Kabupaten Bogor
32.01.25.2003,Cibeureum,Cisarua,Kabupaten Bogor
32.01.25.2004,Cilember,Cisarua,Kabupaten Bogor
32.01.25.1010,Cisarua,Cisarua,Kabupaten Bogor
32.01.25.2005,Citeko,Cisarua,Kabupaten Bogor
32.01.25.2002,Jogjogan,Cisarua,Kabupaten Bogor
32.01.25.2008,Kopo,Cisarua,Kabupaten Bogor
32.01.25.2007,Leuwimalang,Cisarua,Kabupaten Bogor
32.01.25.2006,Tugu Selatan,Cisarua,Kabupaten Bogor
32.01.25.2009,Tugu Utara,Cisarua,Kabupaten Bogor
32.01.33.2007,Babakan,Ciseeng,Kabupaten Bogor
32.01.33.2004,Cibentang,Ciseeng,Kabupaten Bogor
32.01.33.2009,Cibeuteung Muara,Ciseeng,Kabupaten Bogor
32.01.33.2005,Cibeuteung Udik,Ciseeng,Kabupaten Bogor
32.01.33.2008,Cihowe,Ciseeng,Kabupaten Bogor
32.01.33.2002,Ciseeng,Ciseeng,Kabupaten Bogor
32.01.33.2006,Karihkil,Ciseeng,Kabupaten Bogor
32.01.33.2010,Kuripan,Ciseeng,Kabupaten Bogor
32.01.33.2003,Parigi Mekar,Ciseeng,Kabupaten Bogor
32.01.33.2001,Putat Nutug,Ciseeng,Kabupaten Bogor
32.01.03.2002,Citeureup,Citeureup,Kabupaten Bogor
32.01.03.2010,Gunungsari,Citeureup,Kabupaten Bogor
32.01.03.2013,Hambalang,Citeureup,Kabupaten Bogor
32.01.03.1007,Karang Asem Barat,Citeureup,Kabupaten Bogor
32.01.03.2008,Karang Asem Timur,Citeureup,Kabupaten Bogor
32.01.03.2003,Leuwinutug,Citeureup,Kabupaten Bogor
32.01.03.2014,Pasir Mukti,Citeureup,Kabupaten Bogor
32.01.03.1006,Puspanegara,Citeureup,Kabupaten Bogor
32.01.03.2001,Puspasari,Citeureup,Kabupaten Bogor
32.01.03.2005,Sanja,Citeureup,Kabupaten Bogor
32.01.03.2012,Sukahati,Citeureup,Kabupaten Bogor
32.01.03.2004,Tajur,Citeureup,Kabupaten Bogor
32.01.03.2011,Tangkil,Citeureup,Kabupaten Bogor
32.01.03.2009,Tarikolot,Citeureup,Kabupaten Bogor
32.01.30.2008,Babakan,Dramaga,Kabupaten Bogor
32.01.30.2002,Ciherang,Dramaga,Kabupaten Bogor
32.01.30.2007,Cikarawang,Dramaga,Kabupaten Bogor
32.01.30.2009,Dramaga,Dramaga,Kabupaten Bogor
32.01.30.2010,Neglasari,Dramaga,Kabupaten Bogor
32.01.30.2005,Petir,Dramaga,Kabupaten Bogor
32.01.30.2006,Purwasari,Dramaga,Kabupaten Bogor
32.01.30.2003,Sinarsari,Dramaga,Kabupaten Bogor
32.01.30.2001,Sukadamai,Dramaga,Kabupaten Bogor
32.01.30.2004,Sukawening,Dramaga,Kabupaten Bogor
32.01.02.2002,Bojongkulur,Gunungputri,Kabupaten Bogor
32.01.02.2005,Bojongnangka,Gunungputri,Kabupaten Bogor
32.01.02.2003,Ciangsana,Gunungputri,Kabupaten Bogor
32.01.02.2007,Cicadas,Gunungputri,Kabupaten Bogor
32.01.02.2008,Cikeas Udik,Gunungputri,Kabupaten Bogor
32.01.02.2004,Gunungputri,Gunungputri,Kabupaten Bogor
32.01.02.2010,Karanggan,Gunungputri,Kabupaten Bogor
