Kode,Kelurahan,Kecamatan,Kabupaten/Kota
32.11.18.2013,Rancamulya,Sumedang Utara,Kabupaten Sumedang
32.11.18.2009,Sirnamulya,Sumedang Utara,Kabupaten Sumedang
32.11.18.1002,Situ,Sumedang Utara,Kabupaten Sumedang
32.11.18.1003,Talun,Sumedang Utara,Kabupaten Sumedang
32.11.09.2009,Nanjungwangi,Surian,Kabupaten Sumedang
32.11.09.2003,Pamekarsari,Surian,Kabupaten Sumedang
32.11.09.2008,Ranggasari,Surian,Kabupaten Sumedang
32.11.09.2007,Suriamedal,Surian,Kabupaten Sumedang
32.11.09.2006,Suriamukti,Surian,Kabupaten Sumedang
32.11.09.2005,Surian,Surian,Kabupaten Sumedang
32.11.09.2004,Tanjung,Surian,Kabupaten Sumedang
32.11.09.2002,Wanajaya,Surian,Kabupaten Sumedang
32.11.09.2001,Wanasari,Surian,Kabupaten Sumedang
32.11.20.2012,Awilega,Tanjungkerta,Kabupaten Sumedang
32.11.20.2005,Banyuasih,Tanjungkerta,Kabupaten Sumedang
32.11.20.2011,Boros,Tanjungkerta,Kabupaten Sumedang
32.11.20.2008,Cigentur,Tanjungkerta,Kabupaten Sumedang
32.11.20.2002,Cipanas,Tanjungkerta,Kabupaten Sumedang
32.11.20.2003,Gunturmekar,Tanjungkerta,Kabupaten Sumedang
32.11.20.2007,Kertaharja,Tanjungkerta,Kabupaten Sumedang
32.11.20.2006,Kertamekar,Tanjungkerta,Kabupaten Sumedang
32.11.20.2004,Mulyamekar,Tanjungkerta,Kabupaten Sumedang
32.11.20.2001,Sukamantri,Tanjungkerta,Kabupaten Sumedang
32.11.20.2009,Tanjungmekar,Tanjungkerta,Kabupaten Sumedang
32.11.20.2010,Tanjungmulya,Tanjungkerta,Kabupaten Sumedang
32.11.21.2001,Cikaramas,Tanjungmedar,Kabupaten Sumedang
32.11.21.2003,Jingkang,Tanjungmedar,Kabupaten Sumedang
32.11.21.2004,Kamal,Tanjungmedar,Kabupaten Sumedang
32.11.21.2005,Kertamukti,Tanjungmedar,Kabupaten Sumedang
32.11.21.2007,Sukamukti,Tanjungmedar,Kabupaten Sumedang
32.11.21.2008,Sukatani,Tanjungmedar,Kabupaten Sumedang
32.11.21.2009,Tanjungmedar,Tanjungmedar,Kabupaten Sumedang
32.11.21.2006,Tanjungwangi,Tanjungmedar,Kabupaten Sumedang
32.11.21.2002,Wargaluyu,Tanjungmedar,Kabupaten Sumedang
32.11.11.2008,Cijambu,Tanjungsari,Kabupaten Sumedang
32.11.11.2012,Cinanjung,Tanjungsari,Kabupaten Sumedang
32.11.11.2001,Gudang,Tanjungsari,Kabupaten Sumedang
32.11.11.2010,Gunungmanik,Tanjungsari,Kabupaten Sumedang
32.11.11.2003,Jatisari,Tanjungsari,Kabupaten Sumedang
32.11.11.2011,Kadakajaya,Tanjungsari,Kabupaten Sumedang
32.11.11.2005,Kutamandiri,Tanjungsari,Kabupaten Sumedang
32.11.11.2006,Margajaya,Tanjungsari,Kabupaten Sumedang
32.11.11.2004,Margaluyu,Tanjungsari,Kabupaten Sumedang
32.11.11.2009,Pasigaran,Tanjungsari,Kabupaten Sumedang
32.11.11.2007,Raharja,Tanjungsari,Kabupaten Sumedang
32.11.11.2002,Tanjungsari,Tanjungsari,Kabupaten Sumedang
32.11.24.2006,Bugel,Tomo,Kabupaten Sumedang
32.11.24.2007,Cipeles,Tomo,Kabupaten Sumedang
32.11.24.2003,Darmawangi,Tomo,Kabupaten Sumedang
32.11.24.2005,Jembarwangi,Tomo,Kabupaten Sumedang
32.11.24.2008,Karyamukti,Tomo,Kabupaten Sumedang
32.11.24.2004,Marongge,Tomo,Kabupaten Sumedang
32.11.24.2010,Mekarwangi,Tomo,Kabupaten Sumedang
32.11.24.2002,Tolengas,Tomo,Kabupaten Sumedang
32.11.24.2001,Tomo,Tomo,Kabupaten Sumedang
32.11.25.2009,Cibuluh,Ujungjaya,Kabupaten Sumedang
32.11.25.2008,Cipelang,Ujungjaya,Kabupaten Sumedang
32.11.25.2004,Keboncau,Ujungjaya,Kabupaten Sumedang
32.11.25.2006,Kudangwangi,Ujungjaya,Kabupaten Sumedang
32.11.25.2002,Palabuan,Ujungjaya,Kabupaten Sumedang
32.11.25.2003,Palasari,Ujungjaya,Kabupaten Sumedang
32.11.25.2005,Sakurjaya,Ujungjaya,Kabupaten Sumedang
32.11.25.2007,Sukamulya,Ujungjaya,Kabupaten Sumedang
32.11.25.2001,Ujungjaya,Ujungjaya,Kabupaten Sumedang
32.11.01.2004,Cikareo Selatan,Wado,Kabupaten Sumedang
32.11.01.2005,Cikareo Utara,Wado,Kabupaten Sumedang
32.11.01.2003,Cilengkrang,Wado,Kabupaten Sumedang
32.11.01.2001,Cimungkal,Wado,Kabupaten Sumedang
32.11.01.2010,Cisurat,Wado,Kabupaten Sumedang
32.11.01.2002,Ganjarresik,Wado,Kabupaten Sumedang
32.11.01.2007,Mulyajaya,Wado,Kabupaten Sumedang
32.11.01.2009,Sukajadi,Wado,Kabupaten Sumedang
32.11.01.2011,Sukapura,Wado,Kabupaten Sumedang
32.11.01.2006,Wado,Wado,Kabupaten Sumedang
32.06.08.2006,Hegarwangi,Bantarkalong,Kabupaten Tasikmalaya
32.06.08.2003,Pamijahan,Bantarkalong,Kabupaten Tasikmalaya
32.06.08.2002,Parakanhonje,Bantarkalong,Kabupaten Tasikmalaya
32.06.08.2001,Simpang,Bantarkalong,Kabupaten Tasikmalaya
32.06.08.2008,Sirnagalih,Bantarkalong,Kabupaten Tasikmalaya
32.06.08.2004,Sukamaju,Bantarkalong,Kabupaten Tasikmalaya
32.06.08.2007,Wakap,Bantarkalong,Kabupaten Tasikmalaya
32.06.08.2005,Wangunsari,Bantarkalong,Kabupaten Tasikmalaya
32.06.09.2003,Bojongasih,Bojongasih,Kabupaten Tasikmalaya
32.06.09.2002,Cikadongdong,Bojongasih,Kabupaten Tasikmalaya
32.06.09.2005,Girijaya,Bojongasih,Kabupaten Tasikmalaya
32.06.09.2001,Mertajaya,Bojongasih,Kabupaten Tasikmalaya
32.06.09.2004,Sindangsari,Bojongasih,Kabupaten Tasikmalaya
32.06.09.2006,Toblongan,Bojongasih,Kabupaten Tasikmalaya
32.06.11.2003,Bojonggambir,Bojonggambir,Kabupaten Tasikmalaya
32.06.11.2001,Bojongkapol,Bojonggambir,Kabupaten Tasikmalaya
32.06.11.2006,Campakasari,Bojonggambir,Kabupaten Tasikmalaya
32.06.11.2004,Ciroyom,Bojonggambir,Kabupaten Tasikmalaya
32.06.11.2010,Girimukti,Bojonggambir,Kabupaten Tasikmalaya
32.06.11.2008,Kertanegla,Bojonggambir,Kabupaten Tasikmalaya
32.06.11.2007,Mangkonjaya,Bojonggambir,Kabupaten Tasikmalaya
32.06.11.2002,Pedangkamulyan,Bojonggambir,Kabupaten Tasikmalaya
32.06.11.2009,Purwaraharja,Bojonggambir,Kabupaten Tasikmalaya
32.06.11.2005,Wandasari,Bojonggambir,Kabupaten Tasikmalaya
32.06.36.2002,Bugel,Ciawi,Kabupaten Tasikmalaya
32.06.36.2005,Ciawi,Ciawi,Kabupaten Tasikmalaya
32.06.36.2008,Citamba,Ciawi,Kabupaten Tasikmalaya
32.06.36.2001,Gombong,Ciawi,Kabupaten Tasikmalaya
32.06.36.2009,Kertamukti,Ciawi,Kabupaten Tasikmalaya
32.06.36.2010,Kurniabakti,Ciawi,Kabupaten Tasikmalaya
32.06.36.2003,Margasari,Ciawi,Kabupaten Tasikmalaya
32.06.36.2004,Pakemitan,Ciawi,Kabupaten Tasikmalaya
32.06.36.2011,Pakemitankidul,Ciawi,Kabupaten Tasikmalaya
32.06.36.2007,Pasirhuni,Ciawi,Kabupaten Tasikmalaya
32.06.36.2006,Sukamantri,Ciawi,Kabupaten Tasikmalaya
32.06.06.2004,Cibalong,Cibalong,Kabupaten Tasikmalaya
32.06.06.2001,Cisempur,Cibalong,Kabupaten Tasikmalaya
32.06.06.2003,Eureunpalay,Cibalong,Kabupaten Tasikmalaya
32.06.06.2006,Parung,Cibalong,Kabupaten Tasikmalaya
32.06.06.2002,Setiawaras,Cibalong,Kabupaten Tasikmalaya
32.06.06.2005,Singajaya,Cibalong,Kabupaten Tasikmalaya
32.06.27.2009,Cidugaleun,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2013,Cigalontang,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2004,Jayapura,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2001,Kersamaju,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2005,Lengkongjaya,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2006,Nanggerang,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2002,Nangtang,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2010,Parentas,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2011,Puspamukti,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2003,Pusparaja,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2014,Sirnagalih,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2016,Sirnaputra,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2008,Sirnaraja,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2007,Sukamanah,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2015,Tanjungkarang,Cigalontang,Kabupaten Tasikmalaya
32.06.27.2012,Tenjonagara,Cigalontang,Kabupaten Tasikmalaya
32.06.03.2006,Cibeber,Cikalong,Kabupaten Tasikmalaya
32.06.03.2009,Cidadali,Cikalong,Kabupaten Tasikmalaya
32.06.03.2007,Cikadu,Cikalong,Kabupaten Tasikmalaya
32.06.03.2001,Cikalong,Cikalong,Kabupaten Tasikmalaya
32.06.03.2003,Cikancra,Cikalong,Kabupaten Tasikmalaya
32.06.03.2010,Cimanuk,Cikalong,Kabupaten Tasikmalaya
32.06.03.2002,Kalapagenep,Cikalong,Kabupaten Tasikmalaya
32.06.03.2012,Kubangsari,Cikalong,Kabupaten Tasikmalaya
32.06.03.2008,Mandalajaya,Cikalong,Kabupaten Tasikmalaya
32.06.03.2005,Panyiaran,Cikalong,Kabupaten Tasikmalaya
32.06.03.2011,Sindangjaya,Cikalong,Kabupaten Tasikmalaya
32.06.03.2004,Singkir,Cikalong,Kabupaten Tasikmalaya
32.06.03.2013,Tonjongsari,Cikalong,Kabupaten Tasikmalaya
32.06.05.2005,Cayur,Cikatomas,Kabupaten Tasikmalaya
32.06.05.2002,Cilumba,Cikatomas,Kabupaten Tasikmalaya
32.06.05.2004,Cogreg,Cikatomas,Kabupaten Tasikmalaya
32.06.05.2001,Gunungsari,Cikatomas,Kabupaten Tasikmalaya
32.06.05.2006,Lengkongbarang,Cikatomas,Kabupaten Tasikmalaya
32.06.05.2009,Linggalaksana,Cikatomas,Kabupaten Tasikmalaya
32.06.05.2003,Pakemitan,Cikatomas,Kabupaten Tasikmalaya
32.06.05.2007,Sindangasih,Cikatomas,Kabupaten Tasikmalaya
32.06.05.2008,Tanjungbarang,Cikatomas,Kabupaten Tasikmalaya
32.06.20.2007,Ancol,Cineam,Kabupaten Tasikmalaya
32.06.20.2004,Ciampanan,Cineam,Kabupaten Tasikmalaya
32.06.20.2003,Cijulang,Cineam,Kabupaten Tasikmalaya
32.06.20.2002,Cikondang,Cineam,Kabupaten Tasikmalaya
32.06.20.2005,Cineam,Cineam,Kabupaten Tasikmalaya
32.06.20.2001,Cisarua,Cineam,Kabupaten Tasikmalaya
32.06.20.2010,Madiasari,Cineam,Kabupaten Tasikmalaya
32.06.20.2008,Nagaratengah,Cineam,Kabupaten Tasikmalaya
32.06.20.2009,Pasirmukti,Cineam,Kabupaten Tasikmalaya
32.06.20.2006,Rajadatu,Cineam,Kabupaten Tasikmalaya
32.06.01.2005,Bantarkalong,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2012,Ciandum,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2001,Ciheras,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2004,Cikawungading,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2010,Cipanas,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2002,Cipatujah,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2006,Darawati,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2011,Kertasari,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2007,Nagrog,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2013,Nangelasari,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2014,Padawaras,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2008,Pameutingan,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2003,Sindangkerta,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2015,Sukahurip,Cipatujah,Kabupaten Tasikmalaya
32.06.01.2009,Tobongjaya,Cipatujah,Kabupaten Tasikmalaya
32.06.32.2006,Cikadu,Cisayong,Kabupaten Tasikmalaya
32.06.32.2007,Cileuleus,Cisayong,Kabupaten Tasikmalaya
32.06.32.2001,Cisayong,Cisayong,Kabupaten Tasikmalaya
32.06.32.2008,Jatihurip,Cisayong,Kabupaten Tasikmalaya
32.06.32.2012,Mekarwangi,Cisayong,Kabupaten Tasikmalaya
32.06.32.2005,Nusawangi,Cisayong,Kabupaten Tasikmalaya
32.06.32.2010,Purwasari,Cisayong,Kabupaten Tasikmalaya
32.06.32.2013,Santanamekar,Cisayong,Kabupaten Tasikmalaya
32.06.32.2002,Sukajadi,Cisayong,Kabupaten Tasikmalaya
32.06.32.2004,Sukamukti,Cisayong,Kabupaten Tasikmalaya
32.06.32.2011,Sukaraharja,Cisayong,Kabupaten Tasikmalaya
32.06.32.2009,Sukasetia,Cisayong,Kabupaten Tasikmalaya
32.06.32.2003,Sukasukur,Cisayong,Kabupaten Tasikmalaya
32.06.10.2004,Bojongsari,Culamega,Kabupaten Tasikmalaya
32.06.10.2001,Cikuya,Culamega,Kabupaten Tasikmalaya
32.06.10.2002,Cintabodas,Culamega,Kabupaten Tasikmalaya
32.06.10.2003,Cipicung,Culamega,Kabupaten Tasikmalaya
32.06.10.2005,Mekarlaksana,Culamega,Kabupaten Tasikmalaya
32.06.23.2003,Bojongsari,Gunung Tanjung,Kabupaten Tasikmalaya
32.06.23.2001,Cinunjang,Gunung Tanjung,Kabupaten Tasikmalaya
32.06.23.2006,Giriwangi,Gunung Tanjung,Kabupaten Tasikmalaya
32.06.23.2002,Gunungtanjung,Gunung Tanjung,Kabupaten Tasikmalaya
32.06.23.2004,Jatijaya,Gunung Tanjung,Kabupaten Tasikmalaya
32.06.23.2007,Malatisuka,Gunung Tanjung,Kabupaten Tasikmalaya
32.06.23.2005,Tanjungsari,Gunung Tanjung,Kabupaten Tasikmalaya
32.06.35.2002,Bojonggaok,Jamanis,Kabupaten Tasikmalaya
32.06.35.2001,Condong,Jamanis,Kabupaten Tasikmalaya
32.06.35.2005,Geresik,Jamanis,Kabupaten Tasikmalaya
32.06.35.2004,Karangmulya,Jamanis,Kabupaten Tasikmalaya
32.06.35.2008,Karangresik,Jamanis,Kabupaten Tasikmalaya
32.06.35.2006,Karangsembung,Jamanis,Kabupaten Tasikmalaya
32.06.35.2003,Sindangraja,Jamanis,Kabupaten Tasikmalaya
32.06.35.2007,Tanjungmekar,Jamanis,Kabupaten Tasikmalaya
32.06.19.2007,Ciwarak,Jatiwaras,Kabupaten Tasikmalaya
32.06.19.2005,Jatiwaras,Jatiwaras,Kabupaten Tasikmalaya
32.06.19.2001,Kaputihan,Jatiwaras,Kabupaten Tasikmalaya
32.06.19.2008,Kersagalih,Jatiwaras,Kabupaten Tasikmalaya
32.06.19.2010,Kertarahayu,Jatiwaras,Kabupaten Tasikmalaya
32.06.19.2011,Mandalahurip,Jatiwaras,Kabupaten Tasikmalaya
32.06.19.2009,Mandalamekar,Jatiwaras,Kabupaten Tasikmalaya
32.06.19.2004,Neglasari,Jatiwaras,Kabupaten Tasikmalaya
32.06.19.2006,Papayan,Jatiwaras,Kabupaten Tasikmalaya
32.06.19.2002,Setiawangi,Jatiwaras,Kabupaten Tasikmalaya
32.06.19.2003,Sukakerta,Jatiwaras,Kabupaten Tasikmalaya
32.06.37.2005,Buniasih,Kadipaten,Kabupaten Tasikmalaya
32.06.37.2003,Cibahayu,Kadipaten,Kabupaten Tasikmalaya
32.06.37.2002,Dirgahayu,Kadipaten,Kabupaten Tasikmalaya
32.06.37.2001,Kadipaten,Kadipaten,Kabupaten Tasikmalaya
32.06.37.2004,Mekarsari,Kadipaten,Kabupaten Tasikmalaya
32.06.37.2006,Pamoyanan,Kadipaten,Kabupaten Tasikmalaya
32.06.21.2004,Citalahab,Karang Jaya,Kabupaten Tasikmalaya
32.06.21.2003,Karang Layung,Karang Jaya,Kabupaten Tasikmalaya
32.06.21.2002,Karangjaya,Karang Jaya,Kabupaten Tasikmalaya
32.06.21.2001,Sirnajaya,Karang Jaya,Kabupaten Tasikmalaya
32.06.02.2002,Ciawi,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2008,Cibatu,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2007,Cibatuireng,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2001,Cidadap,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2012,Cikapinis,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2006,Cikukulu,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2003,Cikupa,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2011,Cintawangi,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2005,Karangmekar,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2004,Karangnunggal,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2014,Kujang,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2009,Sarimanggu,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2013,Sarimukti,Karangnunggal,Kabupaten Tasikmalaya
32.06.02.2010,Sukawangun,Karangnunggal,Kabupaten Tasikmalaya
32.06.28.2001,Arjasari,Leuwisari,Kabupaten Tasikmalaya
32.06.28.2002,Ciawang,Leuwisari,Kabupaten Tasikmalaya
32.06.28.2003,Cigadog,Leuwisari,Kabupaten Tasikmalaya
32.06.28.2005,Jayamukti,Leuwisari,Kabupaten Tasikmalaya
32.06.28.2007,Linggamulya,Leuwisari,Kabupaten Tasikmalaya
32.06.28.2004,Linggawangi,Leuwisari,Kabupaten Tasikmalaya
32.06.28.2006,Mandalagiri,Leuwisari,Kabupaten Tasikmalaya
32.06.25.2003,Mangunreja,Mangunreja,Kabupaten Tasikmalaya
32.06.25.2004,Margajaya,Mangunreja,Kabupaten Tasikmalaya
32.06.25.2005,Pasirsalam,Mangunreja,Kabupaten Tasikmalaya
32.06.25.2002,Salebu,Mangunreja,Kabupaten Tasikmalaya
32.06.25.2006,Sukaluyu,Mangunreja,Kabupaten Tasikmalaya
32.06.25.2001,Sukasukur,Mangunreja,Kabupaten Tasikmalaya
32.06.22.2011,Batusumur,Manonjaya,Kabupaten Tasikmalaya
32.06.22.2004,Cibeber,Manonjaya,Kabupaten Tasikmalaya
32.06.22.2001,Cihaur,Manonjaya,Kabupaten Tasikmalaya
32.06.22.2002,Cilangkap,Manonjaya,Kabupaten Tasikmalaya
32.06.22.2012,Gunajaya,Manonjaya,Kabupaten Tasikmalaya
32.06.22.2009,Kalimanggis,Manonjaya,Kabupaten Tasikmalaya
32.06.22.2005,Kamulyan,Manonjaya,Kabupaten Tasikmalaya
32.06.22.2006,Manonjaya,Manonjaya,Kabupaten Tasikmalaya
32.06.22.2010,Margahayu,Manonjaya,Kabupaten Tasikmalaya
32.06.22.2007,Margaluyu,Manonjaya,Kabupaten Tasikmalaya
32.06.22.2008,Pasirbatang,Manonjaya,Kabupaten Tasikmalaya
32.06.22.2003,Pasirpanjang,Manonjaya,Kabupaten Tasikmalaya
32.06.29.2001,Cilampunghilir,Padakembang,Kabupaten Tasikmalaya
32.06.29.2004,Cisaruni,Padakembang,Kabupaten Tasikmalaya
32.06.29.2003,Mekarjaya,Padakembang,Kabupaten Tasikmalaya
32.06.29.2005,Padakembang,Padakembang,Kabupaten Tasikmalaya
32.06.29.2002,Rancapaku,Padakembang,Kabupaten Tasikmalaya
32.06.38.2001,Cipacing,Pagerageung,Kabupaten Tasikmalaya
32.06.38.2006,Guranteng,Pagerageung,Kabupaten Tasikmalaya
32.06.38.2007,Nanggewer,Pagerageung,Kabupaten Tasikmalaya
32.06.38.2002,Pagerageung,Pagerageung,Kabupaten Tasikmalaya
32.06.38.2009,Pagersari,Pagerageung,Kabupaten Tasikmalaya
32.06.38.2005,Puteran,Pagerageung,Kabupaten Tasikmalaya
32.06.38.2010,Sukadana,Pagerageung,Kabupaten Tasikmalaya
32.06.38.2003,Sukamaju,Pagerageung,Kabupaten Tasikmalaya
32.06.38.2008,Sukapada,Pagerageung,Kabupaten Tasikmalaya
32.06.38.2004,Tanjungkerta,Pagerageung,Kabupaten Tasikmalaya
32.06.04.2004,Cibongas,Pancatengah,Kabupaten Tasikmalaya
32.06.04.2001,Cibuniasih,Pancatengah,Kabupaten Tasikmalaya
32.06.04.2007,Cikawung,Pancatengah,Kabupaten Tasikmalaya
32.06.04.2008,Jayamukti,Pancatengah,Kabupaten Tasikmalaya
32.06.04.2009,Margaluyu,Pancatengah,Kabupaten Tasikmalaya
32.06.04.2010,Mekarsari,Pancatengah,Kabupaten Tasikmalaya
32.06.04.2006,Neglasari,Pancatengah,Kabupaten Tasikmalaya
32.06.04.2011,Pancawangi,Pancatengah,Kabupaten Tasikmalaya
32.06.04.2002,Pangliaran,Pancatengah,Kabupaten Tasikmalaya
32.06.04.2005,Tawang,Pancatengah,Kabupaten Tasikmalaya
32.06.04.2003,Tonjong,Pancatengah,Kabupaten Tasikmalaya
32.06.07.2004,Barumekar,Parungponteng,Kabupaten Tasikmalaya
32.06.07.2006,Burujuljaya,Parungponteng,Kabupaten Tasikmalaya
32.06.07.2003,Cibanteng,Parungponteng,Kabupaten Tasikmalaya
32.06.07.2005,Cibungur,Parungponteng,Kabupaten Tasikmalaya
32.06.07.2002,Cigunung,Parungponteng,Kabupaten Tasikmalaya
32.06.07.2007,Girikencana,Parungponteng,Kabupaten Tasikmalaya
32.06.07.2008,Karyabakti,Parungponteng,Kabupaten Tasikmalaya
32.06.07.2001,Parungponteng,Parungponteng,Kabupaten Tasikmalaya
32.06.15.2007,Cimanggu,Puspahiang,Kabupaten Tasikmalaya
32.06.15.2005,Luyubakti,Puspahiang,Kabupaten Tasikmalaya
32.06.15.2001,Mandalasari,Puspahiang,Kabupaten Tasikmalaya
32.06.15.2004,Puspahiang,Puspahiang,Kabupaten Tasikmalaya
32.06.15.2008,Puspajaya,Puspahiang,Kabupaten Tasikmalaya
32.06.15.2006,Pusparahayu,Puspahiang,Kabupaten Tasikmalaya
32.06.15.2003,Puspasari,Puspahiang,Kabupaten Tasikmalaya
32.06.15.2002,Sukasari,Puspahiang,Kabupaten Tasikmalaya
32.06.34.2001,Dawagung,Rajapolah,Kabupaten Tasikmalaya
32.06.34.2003,Manggungjaya,Rajapolah,Kabupaten Tasikmalaya
32.06.34.2004,Manggungsari,Rajapolah,Kabupaten Tasikmalaya
32.06.34.2006,Rajamandala,Rajapolah,Kabupaten Tasikmalaya
32.06.34.2002,Rajapolah,Rajapolah,Kabupaten Tasikmalaya
32.06.34.2007,Sukanagalih,Rajapolah,Kabupaten Tasikmalaya
32.06.34.2005,Sukaraja,Rajapolah,Kabupaten Tasikmalaya
32.06.34.2008,Tanjungpura,Rajapolah,Kabupaten Tasikmalaya
32.06.14.2001,Jahiang,Salawu,Kabupaten Tasikmalaya
32.06.14.2011,Karangmukti,Salawu,Kabupaten Tasikmalaya
32.06.14.2008,Kawungsari,Salawu,Kabupaten Tasikmalaya
32.06.14.2010,Kutawaringin,Salawu,Kabupaten Tasikmalaya
32.06.14.2012,Margalaksana,Salawu,Kabupaten Tasikmalaya
32.06.14.2004,Neglasari,Salawu,Kabupaten Tasikmalaya
32.06.14.2003,Salawu,Salawu,Kabupaten Tasikmalaya
32.06.14.2002,Serang,Salawu,Kabupaten Tasikmalaya
32.06.14.2009,Sukarasa,Salawu,Kabupaten Tasikmalaya
32.06.14.2007,Sundawenang,Salawu,Kabupaten Tasikmalaya
32.06.14.2005,Tanjungsari,Salawu,Kabupaten Tasikmalaya
32.06.14.2006,Tenjowaringin,Salawu,Kabupaten Tasikmalaya
32.06.18.2009,Banjarwaringin,Salopa,Kabupaten Tasikmalaya
32.06.18.2008,Karyamandala,Salopa,Kabupaten Tasikmalaya
32.06.18.2005,Karyawangi,Salopa,Kabupaten Tasikmalaya
32.06.18.2003,Kawitan,Salopa,Kabupaten Tasikmalaya
32.06.18.2007,Mandalaguna,Salopa,Kabupaten Tasikmalaya
32.06.18.2001,Mandalahayu,Salopa,Kabupaten Tasikmalaya
32.06.18.2004,Mandalawangi,Salopa,Kabupaten Tasikmalaya
32.06.18.2002,Mulyasari,Salopa,Kabupaten Tasikmalaya
32.06.18.2006,Tanjungsari,Salopa,Kabupaten Tasikmalaya
32.06.30.2008,Jayaputra,Sariwangi,Kabupaten Tasikmalaya
32.06.30.2003,Jayaratu,Sariwangi,Kabupaten Tasikmalaya
32.06.30.2004,Linggasirna,Sariwangi,Kabupaten Tasikmalaya
32.06.30.2001,Sariwangi,Sariwangi,Kabupaten Tasikmalaya
32.06.30.2007,Selawangi,Sariwangi,Kabupaten Tasikmalaya
32.06.30.2005,Sirnasari,Sariwangi,Kabupaten Tasikmalaya
32.06.30.2002,Sukaharja,Sariwangi,Kabupaten Tasikmalaya
32.06.30.2006,Sukamulih,Sariwangi,Kabupaten Tasikmalaya
32.06.24.2006,Cikadongdong,Singaparna,Kabupaten Tasikmalaya
32.06.24.2005,Cikunir,Singaparna,Kabupaten Tasikmalaya
32.06.24.2001,Cikunten,Singaparna,Kabupaten Tasikmalaya
32.06.24.2004,Cintaraja,Singaparna,Kabupaten Tasikmalaya
32.06.24.2003,Cipakat,Singaparna,Kabupaten Tasikmalaya
32.06.24.2002,Singaparna,Singaparna,Kabupaten Tasikmalaya
32.06.24.2009,Singasari,Singaparna,Kabupaten Tasikmalaya
32.06.24.2007,Sukaasih,Singaparna,Kabupaten Tasikmalaya
32.06.24.2010,Sukaherang,Singaparna,Kabupaten Tasikmalaya
32.06.24.2008,Sukamulya,Singaparna,Kabupaten Tasikmalaya
32.06.12.2004,Cikalong,Sodonghilir,Kabupaten Tasikmalaya
32.06.12.2005,Cipaingeun,Sodonghilir,Kabupaten Tasikmalaya
32.06.12.2009,Cukangjayaguna,Sodonghilir,Kabupaten Tasikmalaya
32.06.12.2002,Cukangkawung,Sodonghilir,Kabupaten Tasikmalaya
32.06.12.2006,Leuwidulang,Sodonghilir,Kabupaten Tasikmalaya
32.06.12.2007,Muncang,Sodonghilir,Kabupaten Tasikmalaya
32.06.12.2011,Pakalongan,Sodonghilir,Kabupaten Tasikmalaya
32.06.12.2001,Parumasan,Sodonghilir,Kabupaten Tasikmalaya
32.06.12.2010,Raksajaya,Sodonghilir,Kabupaten Tasikmalaya
32.06.12.2008,Sepatnunggal,Sodonghilir,Kabupaten Tasikmalaya
32.06.12.2003,Sodonghilir,Sodonghilir,Kabupaten Tasikmalaya
32.06.12.2012,Sukabakti,Sodonghilir,Kabupaten Tasikmalaya
32.06.33.2001,Banyurasa,Sukahening,Kabupaten Tasikmalaya
32.06.33.2006,Banyuresmi,Sukahening,Kabupaten Tasikmalaya
32.06.33.2002,Calingcing,Sukahening,Kabupaten Tasikmalaya
32.06.33.2004,Kiarajangkung,Sukahening,Kabupaten Tasikmalaya
